"","totphys_3m","totnonphys_3m","totwork_3m","totschool_3m","totother_3m","tothome_3m","totcon_all_3m","AGE_I","GENDER_I","INCOME_I","RACE_ETHNICITY_I","totphys","totnonphys","totwork","totschool","totother","tothome","totcon_all","WTFinal_US_M3_AbIGg"
"1050",0,0,0,0,0,0,0,6,1,5,2,0,1,0,0,0,1,1,26857.8675944551
"1051",1,1,0,0,0,2,2,4,1,2,2,0,2,0,0,0,2,2,319718.17277289
"1052",4,0,0,0,0,4,4,1,2,1,3,0,0,0,0,0,0,0,245374.564911643
"1053",4,18,18,0,0,4,22,3,2,7,2,4,0,0,0,0,4,4,43986.5922296176
"1054",2,19,17,0,0,4,21,4,2,4,2,2,3,3,0,0,2,5,20884.7606294034
"1055",2,1,0,0,3,0,3,6,1,3,2,1,13,13,0,0,1,14,29057.4846498807
"1056",3,0,0,0,0,3,3,5,2,5,3,300,25,325,0,0,0,325,142817.295254384
"1057",0,9,7,0,0,2,9,4,1,5,3,0,0,0,0,0,0,0,36997.4025829937
"1058",5,11,0,0,13,3,16,6,1,4,2,2,4,0,0,4,2,6,115726.764399052
"1059",29,12,0,0,36,5,41,3,2,4,2,4,1,0,0,1,4,5,18449.9682583118
"1060",1,0,0,0,1,0,1,5,2,4,3,2,0,0,0,0,2,2,64381.2569765787
"1061",0,0,0,0,0,0,0,6,2,1,3,1,0,0,0,0,1,1,28708.1388128999
"1062",0,0,0,0,0,0,0,4,2,1,2,0,1,0,0,0,1,1,8872.69576475534
"1063",0,0,0,0,0,0,0,6,2,3,2,0,11,11,0,0,0,11,6153.73898122931
"1064",0,3,0,0,0,3,3,5,2,8,2,0,5,0,0,0,5,5,76807.8751389456
"1065",29,29,19,17,21,1,58,1,1,2,2,61,23,26,26,8,24,84,48106.3603221107
"1066",3,0,0,0,0,3,3,2,2,3,3,1,3,0,0,0,4,4,102843.323710462
"1067",0,0,0,0,0,0,0,5,1,6,3,0,0,0,0,0,0,0,195370.756318072
"1068",0,0,0,0,0,0,0,5,1,6,3,0,2,0,0,2,0,2,287489.669981184
"1069",2,10,11,0,0,1,12,1,1,1,2,4,5,0,0,5,4,9,13706.99390837
"1070",7,7,11,0,0,3,14,6,1,8,2,8,3,0,0,3,8,11,56896.4021451405
"1071",6,2,7,0,0,1,8,4,2,4,3,0,3,0,0,0,3,3,24410.6799652171
"1072",2,0,0,0,0,2,2,1,2,3,1,0,0,0,0,0,0,0,454605.888393325
"1073",2,0,0,0,0,2,2,6,1,1,1,4,5,0,0,5,4,9,23758.6227280887
"1074",8,0,0,0,8,0,8,3,1,7,2,7,0,0,0,0,7,7,249297.074342354
"1075",12,4,6,5,0,5,16,5,1,6,1,9,5,8,0,5,1,14,56767.0138564664
"1076",18,15,5,0,23,5,33,4,1,3,1,1,0,0,0,0,1,1,96927.6393442255
"1077",1,0,0,0,0,1,1,2,2,5,1,1,2,0,0,2,1,3,58350.2727512873
"1078",10,0,8,0,0,2,10,1,2,4,1,6,9,0,12,0,3,15,539957.475859467
"1079",1,50,0,0,50,1,51,6,2,6,1,4,0,0,0,0,4,4,171389.342380196
"1080",1,2,0,0,2,1,3,5,1,6,1,1,0,0,0,0,1,1,33222.8163542725
"1081",13,44,20,3,20,14,57,3,2,4,2,109,55,0,0,97,67,164,34789.0101388601
"1082",3,0,0,0,0,3,3,4,2,4,1,1,3,3,0,0,1,4,155547.03651449
"1083",6,0,6,0,0,0,6,3,1,2,1,0,22,22,0,0,0,22,41032.9950248202
"1084",1,12,0,0,12,1,13,4,1,3,2,6,42,0,0,12,36,48,80712.7333847078
"1085",1,0,0,0,0,1,1,6,2,3,1,0,0,0,0,0,0,0,216339.73243137
"1086",3,0,0,0,0,3,3,3,2,7,1,2,0,0,0,0,2,2,94930.2457335018
"1087",0,140,85,0,50,5,140,2,2,2,1,14,20,23,0,0,11,34,174082.796415153
"1088",7866,541,3033,0,0,5374,8407,4,2,1,1,0,300,300,0,0,0,300,39550.1886979049
"1089",0,0,0,0,0,0,0,6,2,7,2,1,2,0,0,0,3,3,41052.2604556745
"1090",3,7,7,0,0,3,10,3,1,4,1,3,12,10,0,0,5,15,203046.623123021
"1091",2,1,0,0,1,2,3,5,2,4,2,2,1,0,0,0,3,3,55385.2808438493
"1092",1,0,0,0,1,0,1,2,2,3,1,0,3,3,0,0,0,3,73472.4922267546
"1093",16,8,22,0,0,2,24,4,2,2,2,32,10,40,0,0,2,42,28649.1061120273
"1094",1,0,0,0,0,1,1,5,1,5,1,1,1,0,0,1,1,2,59628.2655860993
"1095",1,0,0,0,0,1,1,2,1,6,2,13,1,0,0,13,1,14,211722.288685134
"1096",2,0,0,0,0,2,2,4,2,5,1,3,1,0,0,1,3,4,437122.517032006
"1097",9,0,5,0,0,4,9,2,1,4,2,12,13,13,0,12,0,25,259144.50679839
"1098",11,3,5,0,3,6,14,2,2,4,1,2,17,12,0,1,6,19,188638.641497535
"1099",4,0,0,0,0,4,4,3,2,4,1,4,3,2,0,0,5,7,101046.688205004
"1100",2,0,0,0,0,2,2,3,2,3,1,7,0,0,0,2,5,7,410600.297004037
"1101",4,2,0,0,2,4,6,3,2,5,2,4,1,0,0,1,4,5,35988.0345909117
"1102",6,15,15,0,0,6,21,3,2,5,1,2,1,0,0,2,1,3,100190.838245572
"1103",2,5,0,0,5,2,7,4,2,3,1,2,0,0,0,0,2,2,82085.0894932003
"1104",0,0,0,0,0,0,0,3,2,4,1,2,1,0,0,3,0,3,41048.4043643185
"1105",5,0,0,0,0,5,5,2,2,3,2,4,0,0,0,0,4,4,50603.1658629359
"1106",0,0,0,0,0,0,0,5,2,2,1,0,2,0,0,2,0,2,258420.497477107
"1107",33,12,35,0,8,2,45,5,2,2,1,4,0,0,0,0,4,4,34371.9972021599
"1108",5,0,0,0,0,5,5,1,1,6,1,5,55,0,0,50,10,60,539957.475859467
"1109",15,0,10,0,0,5,15,3,2,4,1,5,4,0,0,5,4,9,240812.162523104
"1110",11,0,5,0,4,2,11,2,2,3,2,1,50,50,0,0,1,51,157101.152025331
"1111",2,10,10,0,0,2,12,2,2,6,2,2,10,10,0,0,2,12,75540.6876680814
"1112",4,6,0,0,0,10,10,5,2,1,1,2,64,0,0,62,4,66,54538.2218839368
"1113",0,0,0,0,0,0,0,5,1,4,1,52,0,0,0,0,52,52,39434.0900688395
"1114",0,1,0,0,0,1,1,4,2,3,5,0,10,10,0,0,0,10,23427.0730526149
"1115",0,0,0,0,0,0,0,4,2,3,5,0,7,7,0,0,0,7,15952.5572988915
"1116",1,0,0,0,0,1,1,4,1,3,1,2,11,10,0,0,3,13,19119.1203374769
"1117",21,0,18,0,0,3,21,4,1,8,1,3,1,0,0,1,3,4,36764.720774112
"1118",3,0,0,0,0,3,3,1,2,3,1,0,0,0,0,0,0,0,29753.8144634269
"1119",1,0,0,0,0,1,1,6,1,6,2,1,2,0,0,2,1,3,29019.7728062795
"1120",0,1,0,0,1,0,1,6,2,3,1,1,0,0,0,0,1,1,27309.9156526983
"1121",5,2,0,0,4,3,7,4,2,3,1,3,0,0,0,0,3,3,10119.8578443616
"1122",0,2,0,0,0,2,2,6,2,4,2,1,1,0,0,0,2,2,31282.557608535
"1123",3,4,1,0,5,1,7,5,2,3,4,4,0,3,0,0,1,4,65523.4223247772
"1124",1,0,0,0,0,1,1,2,1,5,2,0,2,0,0,2,0,2,101786.804755499
"1125",1,2,0,0,0,3,3,6,1,5,2,5,8,0,0,13,0,13,79999.2008908245
"1126",1,0,0,0,0,1,1,6,1,8,2,0,0,0,0,0,0,0,57310.0626289344
"1127",15,25,37,0,0,3,40,2,2,8,2,20,7,23,0,0,4,27,221248.204639164
"1128",3,4,0,0,2,5,7,5,1,7,2,0,1,0,0,1,0,1,102742.133598623
"1129",2,0,0,0,1,1,2,3,2,5,2,0,0,0,0,0,0,0,42007.4965701853
"1130",2,0,0,0,0,2,2,4,1,8,2,2,16,10,0,4,4,18,73383.0064925985
"1131",3,1,0,0,1,3,4,6,1,7,2,8,0,0,0,0,8,8,287053.528057255
"1132",1,3,0,0,2,2,4,2,1,3,2,1,4,0,0,3,2,5,52319.3905311828
"1133",7,4,0,0,4,7,11,1,2,2,1,7,0,2,0,5,0,7,200645.478351051
"1134",2,0,0,0,0,2,2,4,1,5,2,0,2,0,0,2,0,2,122577.33666013
"1135",1,2,0,0,1,2,3,2,2,6,2,1,13,13,0,0,1,14,82445.4211909312
"1136",4,2,0,0,2,4,6,3,2,5,2,4,3,0,0,3,4,7,46027.2657031476
"1137",3,1,0,0,1,3,4,3,1,6,2,3,6,0,0,6,3,9,31834.5406370766
"1138",2,5,0,0,5,2,7,4,2,6,2,14,6,11,0,5,4,20,87373.2092795224
"1139",1,1,0,0,1,1,2,6,1,6,2,1,1,0,0,0,2,2,26637.5407038979
"1140",7,2,3,0,0,6,9,2,1,4,2,3,5,3,0,0,5,8,539957.475859467
"1141",1,2,2,0,0,1,3,5,1,4,2,1,2,0,0,0,3,3,311348.100775863
"1142",1,5,0,0,5,1,6,6,2,6,2,1,0,0,0,0,1,1,64937.3189801233
"1143",0,0,0,0,0,0,0,6,2,4,2,0,0,0,0,0,0,0,21935.4008349822
"1144",0,2,0,0,2,0,2,6,1,2,2,0,1,0,0,0,1,1,22503.5405574384
"1145",1,12,7,0,4,2,13,3,1,4,2,1,5,5,0,0,1,6,127226.343404611
"1146",0,4,0,0,4,0,4,6,2,5,2,0,3,0,0,3,0,3,21749.6113524346
"1147",1,1,0,0,0,2,2,5,2,5,2,2,0,0,0,0,2,2,48971.2433848554
"1148",0,6,0,0,6,0,6,5,2,8,2,1,0,0,0,0,1,1,205909.454194831
"1149",3,6,3,0,4,2,9,4,2,2,2,0,2,0,0,2,0,2,15254.5101344797
"1150",2,4,3,0,0,3,6,6,2,3,2,1,2,0,0,0,3,3,66439.9381706863
"1151",1,3,3,0,0,1,4,5,1,7,2,2,4,0,0,4,2,6,181604.623336529
"1152",9,6,13,0,0,2,15,5,1,4,1,0,0,0,0,0,0,0,97744.5819853
"1153",3,2,2,0,0,3,5,3,1,7,2,3,3,0,0,3,3,6,143878.540002166
"1154",0,0,0,0,0,0,0,6,1,6,2,2,2,0,0,2,2,4,65822.524732458
"1155",1,1,0,0,1,1,2,4,2,4,2,1,2,0,0,2,1,3,36753.8247537697
"1156",0,0,0,0,0,0,0,3,1,6,2,10,10,20,0,0,0,20,147779.01996451
"1157",0,0,0,0,0,0,0,5,2,7,2,1,3,0,0,1,3,4,168977.672325789
"1158",1,1,0,0,1,1,2,5,2,6,2,0,0,0,0,0,0,0,100357.950652932
"1159",0,4,0,0,1,3,4,2,1,6,2,7,0,0,0,6,1,7,247674.440780863
"1160",3,3,0,0,3,3,6,2,1,4,1,3,3,3,0,2,1,6,498145.182473091
"1161",21,40,60,0,0,1,61,1,2,5,2,2,8,0,0,8,2,10,399793.779613945
"1162",13,0,11,0,0,2,13,2,2,5,2,0,16,16,0,0,0,16,73385.2122068749
"1163",24,10,0,0,33,1,34,5,2,6,2,1,1,0,0,2,0,2,59860.0117902882
"1164",3,12,0,7,4,4,15,3,2,8,2,5,3,0,0,2,6,8,180735.727404418
"1165",5,0,0,0,2,3,5,4,1,8,2,3,5,0,0,4,4,8,458271.062505412
"1166",1,2,0,0,2,1,3,5,2,8,2,1,0,0,0,0,1,1,90893.1835859762
"1167",4,8,1,0,4,7,12,6,1,4,2,1,7,7,0,1,0,8,539957.475859467
"1168",3,6,0,0,6,3,9,2,2,7,2,3,6,6,0,0,3,9,91607.5512513262
"1169",1,0,0,0,0,1,1,2,2,5,2,1,1,0,0,1,1,2,89446.446826468
"1170",6,0,0,0,0,6,6,3,2,6,4,5,5,0,0,5,5,10,106886.944633032
"1171",2,0,0,0,0,2,2,3,2,6,2,3,2,0,0,0,5,5,39824.3046340036
"1172",0,6,0,0,3,3,6,6,2,7,2,0,4,0,0,0,4,4,51832.1835714618
"1173",0,4,4,0,0,0,4,6,2,6,2,0,8,0,0,8,0,8,180615.739089761
"1174",1,1,0,0,0,2,2,3,2,3,1,0,0,0,0,0,0,0,27214.2756739914
"1175",3,3,0,0,0,6,6,3,1,7,2,1,2,0,0,2,1,3,244522.883115987
"1176",3,1,0,0,1,3,4,6,2,1,2,1,2,0,0,2,1,3,17988.5477026386
"1177",1,1,0,0,1,1,2,4,1,8,2,1,1,0,0,1,1,2,112826.948165255
"1178",1,0,0,0,0,1,1,6,1,8,2,1,0,0,0,0,1,1,124784.067385527
"1179",1,3,0,0,3,1,4,2,1,6,2,1,6,0,0,3,4,7,103528.877306523
"1180",1,0,0,0,0,1,1,6,2,6,2,1,4,0,0,4,1,5,42095.6384352328
"1181",5,0,2,0,0,3,5,4,2,3,2,3,6,6,0,0,3,9,29633.1972422727
"1182",1,2,0,0,2,1,3,6,1,5,2,8,4,0,0,11,1,12,177407.201716196
"1183",0,0,0,0,0,0,0,6,2,7,2,0,0,0,0,0,0,0,59955.3729632731
"1184",0,9,9,0,0,0,9,5,2,5,2,3,20,23,0,0,0,23,66694.5575526913
"1185",2,0,0,0,2,0,2,6,2,4,2,8,2,0,0,10,0,10,36816.3312673858
"1186",3,5,0,0,5,3,8,3,2,4,2,0,0,0,0,0,0,0,96632.1783085465
"1187",0,0,0,0,0,0,0,5,1,6,2,0,2,0,0,0,2,2,34753.1838594004
"1188",5,0,0,0,0,5,5,5,2,5,2,0,2,0,0,0,2,2,51081.068269176
"1189",5,1,0,0,0,6,6,4,2,5,2,3,0,0,0,0,3,3,37456.2458754092
"1190",2,8,3,0,4,3,10,2,2,6,2,2,5,0,0,4,3,7,103494.282921021
"1191",2,2,0,0,0,4,4,6,1,6,2,2,2,0,0,1,3,4,70175.8253734512
"1192",1,3,3,0,1,0,4,3,1,7,4,0,2,2,0,0,0,2,271870.312963174
"1193",3,5,0,0,2,6,8,3,1,6,1,3,0,0,0,0,3,3,539957.475859467
"1194",0,0,0,0,0,0,0,2,2,2,3,2,7,8,0,0,1,9,485446.489362701
"1195",2,2,2,0,1,1,4,5,2,4,2,1,1,0,0,1,1,2,32535.9964941011
"1196",2,2,0,0,2,2,4,4,1,5,2,2,1,0,0,1,2,3,135831.177129239
"1197",1,3,0,0,1,3,4,5,2,8,2,4,1,0,0,2,3,5,256863.257469626
"1198",3,0,0,0,0,3,3,1,2,5,2,66,0,25,30,5,6,66,399793.779613945
"1199",0,0,0,0,0,0,0,6,1,3,2,0,0,0,0,0,0,0,50363.6405310942
"1200",0,0,0,0,0,0,0,6,2,2,2,0,1,0,0,0,1,1,42940.1001389558
"1201",0,0,0,0,0,0,0,5,1,4,2,1,5,0,0,5,1,6,231044.869212752
"1202",0,0,0,0,0,0,0,5,2,3,2,0,2,0,0,2,0,2,21647.9583207789
"1203",4,3,3,0,0,4,7,1,2,4,2,1,0,0,0,0,1,1,128927.532250526
"1204",9,5,6,7,0,1,14,2,1,3,2,12,13,10,10,1,4,25,286031.944598878
"1205",1,0,0,0,0,1,1,3,2,4,2,7,5,11,0,0,1,12,64695.9074508225
"1206",1,0,0,0,0,1,1,5,2,4,2,1,1,0,0,1,1,2,78037.9169712051
"1207",16,34,0,0,43,7,50,6,2,3,2,19,25,0,0,29,15,44,56716.3426558433
"1208",1,0,0,0,0,1,1,3,1,5,2,1,5,4,0,0,2,6,88921.0083622628
"1209",0,2,0,0,0,2,2,5,2,3,2,0,3,0,0,0,3,3,209923.555972498
"1210",0,7,0,0,0,7,7,5,2,3,2,3,2,0,0,0,5,5,64499.9958706116
"1211",13,0,0,0,10,3,13,3,2,4,2,10,13,20,0,0,3,23,84676.3085277753
"1212",1,7,7,0,0,1,8,2,2,5,2,1,1,0,0,0,2,2,67034.3614504287
"1213",15,8,0,0,1,22,23,1,2,4,2,1,4,0,0,3,2,5,539957.475859467
"1214",0,18,18,0,0,0,18,4,2,5,3,0,10,10,0,0,0,10,279596.808640473
"1215",14,23,31,0,0,6,37,4,2,6,2,5,6,0,0,8,3,11,70628.0422329113
"1216",1,8,0,0,8,1,9,6,1,8,2,1,0,0,0,0,1,1,94021.6115764588
"1217",2,0,0,0,0,2,2,2,2,2,1,3,0,0,0,0,3,3,143301.64080027
"1218",0,4,0,0,0,4,4,6,2,3,2,0,2,0,0,2,0,2,15299.3076508265
"1219",2,5,0,0,6,1,7,5,2,5,2,16,66,44,0,35,3,82,80555.0561085293
"1220",1,0,0,0,0,1,1,5,1,8,2,1,1,0,0,0,2,2,57651.9242016222
"1221",18,0,15,0,0,3,18,2,2,6,2,12,0,9,0,0,3,12,66960.929852446
"1222",6,9,0,0,3,12,15,3,1,6,2,1,6,0,0,0,7,7,163563.893922649
"1223",0,0,0,0,0,0,0,2,2,7,3,1,0,0,0,0,1,1,333313.253459218
"1224",0,1,0,0,0,1,1,5,2,7,2,1,1,0,0,1,1,2,272607.26128569
"1225",0,2,0,0,0,2,2,5,1,8,2,6,26,26,0,4,2,32,142460.418880928
"1226",0,0,0,0,0,0,0,2,1,5,4,0,3,0,0,3,0,3,156538.762906827
"1227",1,28,28,0,0,1,29,5,2,6,2,1,1,0,0,1,1,2,51629.0857659355
"1228",0,1,0,0,1,0,1,2,2,4,2,0,0,0,0,0,0,0,60847.6986049095
"1229",9,9,12,0,0,6,18,3,1,7,2,10,27,0,0,27,10,37,418909.232981929
"1230",1,1,0,0,0,2,2,3,1,6,2,0,0,0,0,0,0,0,38873.2785146926
"1231",3,11,8,0,0,6,14,3,1,8,1,3,4,4,0,0,3,7,250590.212012886
"1232",1,0,0,0,0,1,1,5,1,3,2,4,3,0,0,7,0,7,29981.2987366429
"1233",1,5,0,0,2,4,6,4,2,4,1,7,7,0,0,12,2,14,67631.9952210448
"1234",25,0,0,0,0,25,25,4,2,1,2,50,0,48,0,0,2,50,39139.0844282841
"1235",2,2,0,0,0,4,4,4,1,6,2,2,0,0,0,0,2,2,99916.8989653812
"1236",1,6,0,0,7,0,7,6,1,6,2,1,5,0,0,0,6,6,83263.3339571292
"1237",13,2,12,0,0,3,15,4,2,8,4,2,1,0,0,0,3,3,402392.770039929
"1238",1,20,20,0,0,1,21,5,1,5,2,1,10,10,0,0,1,11,19126.3589284524
"1239",1,0,0,0,0,1,1,4,2,7,2,4,0,0,0,3,1,4,104724.763056186
"1240",1,0,0,0,0,1,1,6,2,7,2,1,3,0,0,3,1,4,52089.9616050342
"1241",3,0,0,0,0,3,3,3,2,5,2,3,1,0,0,1,3,4,49982.1836833423
"1242",7,0,0,0,0,7,7,6,2,8,2,2,0,0,0,0,2,2,301299.799024906
"1243",12,10,21,0,0,1,22,1,2,3,2,3,5,6,0,1,1,8,43098.5992520206
"1244",3,1,0,0,1,3,4,2,2,3,2,4,1,1,0,0,4,5,37452.0280699247
"1245",12,0,10,0,0,2,12,4,1,6,2,4,3,0,0,5,2,7,164235.913414595
"1246",4,4,3,0,0,5,8,6,1,3,2,1,0,0,0,0,1,1,37700.4711800825
"1247",0,3,0,0,1,2,3,6,2,3,2,0,2,0,0,2,0,2,78712.1813786206
"1248",1,1,0,0,1,1,2,5,1,4,2,2,2,4,0,0,0,4,19505.5017184929
"1249",1,7,5,0,2,1,8,5,2,5,2,1,1,0,0,0,2,2,80555.0561085293
"1250",1,0,0,0,0,1,1,6,1,6,2,1,1,0,0,1,1,2,83263.3339571292
"1251",0,6,0,0,6,0,6,4,1,7,2,6,2,0,0,2,6,8,311180.111894199
"1252",0,3,0,0,0,3,3,5,2,4,2,0,0,0,0,0,0,0,33872.349561794
"1253",6,2,0,0,7,1,8,2,2,3,2,0,3,2,0,0,1,3,60442.7240409622
"1254",8,55,60,0,0,3,63,5,1,6,2,1,25,25,0,0,1,26,66215.1641886215
"1255",7,6,9,0,2,2,13,5,2,5,2,22,16,10,0,26,2,38,182060.297012528
"1256",1,0,0,0,0,1,1,5,1,8,2,1,2,0,0,0,3,3,57651.9242016222
"1257",2,4,6,0,0,0,6,4,2,8,2,36,0,0,0,0,36,36,111648.500619426
"1258",2,0,0,0,0,2,2,4,2,6,3,3,17,0,0,16,4,20,159706.422949142
"1259",9,8,0,0,8,9,17,6,2,2,2,1,1,0,0,1,1,2,192190.814301679
"1260",1,0,0,0,0,1,1,6,1,4,2,1,7,0,0,5,3,8,495246.958784712
"1261",3,4,0,0,0,7,7,3,2,6,2,3,3,0,0,0,6,6,77167.4428935905
"1262",0,0,0,0,0,0,0,6,1,3,2,1,2,0,0,0,3,3,61969.2102590851
"1263",1,8,0,0,9,0,9,5,2,2,2,0,5,0,0,1,4,5,28126.0402637183
"1264",0,2,0,0,2,0,2,3,2,7,3,1,2,0,0,1,2,3,384118.492808706
"1265",2,1,0,0,1,2,3,6,2,3,2,4,4,0,0,3,5,8,29586.6468679469
"1266",3,5,0,0,2,6,8,2,2,2,2,3,0,0,0,2,1,3,109759.070377148
"1267",1,2,0,0,2,1,3,5,2,3,2,1,2,0,0,2,1,3,43417.5341762011
"1268",0,13,0,0,12,1,13,4,2,3,3,0,0,0,0,0,0,0,89979.699543592
"1269",10,5,9,4,0,2,15,4,2,3,2,7,10,9,3,4,1,17,61567.7668230383
"1270",3,0,0,0,2,1,3,6,2,5,2,1,2,0,0,2,1,3,79874.7198526868
"1271",5,1,0,0,6,0,6,6,2,3,2,2,2,0,0,0,4,4,154000.519484771
"1272",3,1,0,0,1,3,4,6,1,5,2,2,0,0,0,1,1,2,31686.2390247213
"1273",79,0,55,3,20,1,79,3,2,7,2,28,14,11,28,3,0,42,20009.77864235
"1274",0,1,0,0,0,1,1,6,1,6,2,1,0,0,0,0,1,1,3317.8673383973
"1275",8,4,9,0,0,3,12,4,1,3,4,0,1,0,0,1,0,1,4333.66400804118
"1276",20,2,10,0,4,8,22,1,2,2,2,20,7,22,0,3,2,27,108052.632176135
"1277",2,10,0,0,0,12,12,6,2,8,2,1,1,0,0,1,1,2,31367.6643540619
"1278",1,2,0,0,0,3,3,4,2,6,2,1,1,0,0,0,2,2,13867.6292552398
"1279",1,11,0,0,10,2,12,5,2,4,2,1,2,0,0,0,3,3,30627.2500826607
"1280",8,8,0,0,14,2,16,4,2,8,1,11,10,0,0,18,3,21,71534.2787550756
"1281",3,0,0,0,0,3,3,3,1,4,2,2,0,0,0,2,0,2,13520.7080834729
"1282",1,5,3,0,0,3,6,4,1,7,2,2,0,0,0,0,2,2,96405.1002680714
"1283",0,5,0,0,5,0,5,6,2,4,2,1,2,0,0,2,1,3,23599.1674889983
"1284",23,0,0,0,22,1,23,4,1,4,1,1,0,0,0,0,1,1,28587.5897975919
"1285",0,0,0,0,0,0,0,5,2,2,2,0,0,0,0,0,0,0,226936.811711886
"1286",3,0,0,0,0,3,3,3,2,7,2,3,160,160,0,0,3,163,68304.4539301076
"1287",0,0,0,0,0,0,0,6,1,5,2,1,10,0,0,10,1,11,24914.68011656
"1288",0,2,0,0,2,0,2,3,1,3,2,0,7,7,0,0,0,7,51493.9065255589
"1289",18,7,0,0,25,0,25,5,2,4,2,1,1,0,0,0,2,2,71191.3167157511
"1290",1,4,3,0,0,2,5,4,2,5,2,2,0,0,0,0,2,2,109727.473010172
"1291",3,3,0,0,1,5,6,3,2,6,2,16,5,15,0,3,3,21,179895.564836657
"1292",1,2,0,0,1,2,3,6,2,8,2,1,0,0,0,0,1,1,107075.206730796
"1293",2,0,0,0,0,2,2,3,1,6,2,2,55,55,0,0,2,57,38873.2785146926
"1294",29,32,24,0,32,5,61,3,1,2,2,6,5,0,0,6,5,11,52406.395465426
"1295",4,0,0,0,4,0,4,6,1,3,2,0,6,0,0,0,6,6,9864.8991264382
"1296",3,0,0,0,3,0,3,3,2,8,1,5,0,0,0,5,0,5,212944.140742217
"1297",1,1,0,0,0,2,2,6,2,6,2,1,0,0,0,0,1,1,27353.8155126146
"1298",4,1,0,0,1,4,5,5,2,4,1,3,4,0,0,4,3,7,45305.5194601641
"1299",5,3,0,0,3,5,8,6,2,8,2,0,0,0,0,0,0,0,172291.961561626
"1300",1,16,15,0,0,2,17,3,1,5,5,6,6,0,0,10,2,12,95299.8500618547
"1301",0,194,0,0,190,4,194,4,2,2,1,5,6,0,0,8,3,11,43454.4983359724
"1302",2,0,0,0,0,2,2,4,2,4,2,3,1,0,0,2,2,4,36475.1693749222
"1303",3,1,0,0,0,4,4,5,2,6,2,0,0,0,0,0,0,0,108981.262453651
"1304",1,4,3,0,0,2,5,4,1,7,2,2,3,3,0,1,1,5,76612.9595065376
"1305",13,30,41,0,0,2,43,1,1,3,1,12,43,51,0,0,4,55,131763.148836916
"1306",4,2,0,0,6,0,6,6,1,8,2,1,0,0,0,0,1,1,72495.3487149347
"1307",1,1,0,0,1,1,2,4,2,7,2,1,0,0,0,0,1,1,104724.763056186
"1308",1,0,0,0,0,1,1,5,2,4,2,1,0,0,0,0,1,1,40709.2591591733
"1309",1,1,0,0,2,0,2,6,2,4,2,0,2,0,0,2,0,2,38328.4907993458
"1310",0,2,0,0,0,2,2,5,2,4,2,0,4,0,0,1,3,4,71191.3167157511
"1311",0,33,30,0,3,0,33,5,1,5,1,10,10,15,0,5,0,20,59028.4348861681
"1312",0,1,0,0,1,0,1,6,1,1,2,0,0,0,0,0,0,0,90759.4605102147
"1313",0,40,35,0,0,5,40,2,2,7,2,11,20,23,8,0,0,31,98795.9546226183
"1314",6,15,9,0,0,12,21,2,1,5,5,2,4,0,0,2,4,6,276508.222804068
"1315",3,0,0,0,1,2,3,1,2,6,2,1,10,9,0,0,2,11,89399.3837058669
"1316",3,9,6,2,0,4,12,3,1,7,2,6,7,0,0,8,5,13,37351.2276502707
"1317",0,2,0,0,0,2,2,4,2,4,2,2,2,0,0,2,2,4,60826.4166282445
"1318",0,0,0,0,0,0,0,6,1,3,2,1,0,0,0,0,1,1,31425.7730504293
"1319",1,0,0,0,0,1,1,6,1,6,5,3,0,1,0,0,2,3,140798.10549758
"1320",6,6,10,0,0,2,12,2,1,5,2,2,2,0,0,2,2,4,187388.38990918
"1321",5,0,0,0,0,5,5,5,1,6,2,1,0,0,0,0,1,1,77288.0088382977
"1322",28,110,0,0,135,3,138,3,2,8,2,293,0,155,0,135,3,293,164088.231175767
"1323",2,2,0,0,0,4,4,5,2,5,2,2,2,0,0,0,4,4,21926.6074334592
"1324",0,1,0,0,0,1,1,5,2,7,2,0,1,0,0,0,1,1,77247.0191577498
"1325",3,42,45,0,0,0,45,4,2,3,2,6,19,25,0,0,0,25,35001.4758143396
"1326",2,4,0,0,3,3,6,6,1,4,2,49,0,24,0,20,5,49,50637.1508538078
"1327",4,7,11,0,0,0,11,3,1,4,2,0,15,12,0,3,0,15,35458.6064628431
"1328",0,1,0,0,0,1,1,6,1,4,2,5,5,10,0,0,0,10,251149.215321846
"1329",0,0,0,0,0,0,0,6,2,4,2,0,0,0,0,0,0,0,33357.5720156822
"1330",2,2,0,0,4,0,4,4,2,6,2,0,64,64,0,0,0,64,66291.4882419226
"1331",0,262,250,0,0,12,262,4,2,2,2,355,403,750,0,0,8,758,232499.398829856
"1332",3,0,0,0,0,3,3,2,2,2,2,6,0,0,0,0,6,6,71444.3711348905
"1333",2,0,0,0,0,2,2,4,2,4,2,63,27,85,0,0,5,90,176497.522236782
"1334",5,9,0,0,12,2,14,6,1,6,2,0,0,0,0,0,0,0,17087.691505353
"1335",8,0,0,0,3,5,8,5,2,5,2,0,0,0,0,0,0,0,93672.9583881582
"1336",0,1,0,0,1,0,1,5,2,6,2,0,1,0,0,1,0,1,108239.156890372
"1337",10,8,0,15,0,3,18,1,2,1,2,10,0,0,0,0,10,10,46922.3923315362
"1338",0,0,0,0,0,0,0,6,1,3,2,16,0,0,0,16,0,16,161834.611453036
"1339",1,5,5,0,0,1,6,5,1,5,2,1,8,8,0,0,1,9,57147.0804368624
"1340",0,0,0,0,0,0,0,6,1,5,2,0,0,0,0,0,0,0,12562.9443470342
