"","totphys_3m","totnonphys_3m","totwork_3m","totschool_3m","totother_3m","tothome_3m","totcon_all_3m","AGE_I","GENDER_I","INCOME_I","RACE_ETHNICITY_I","totphys","totnonphys","totwork","totschool","totother","tothome","totcon_all","WTFinal_US_M3_AbIGg"
"1564",0,7,4,0,0,3,7,4,2,7,2,4,3,0,0,2,5,7,24717.7249455113
"1565",3,4,0,0,7,0,7,5,2,3,5,0,5,0,0,3,2,5,12737.7727873496
"1566",1,2,0,0,2,1,3,5,1,2,2,3,4,0,0,5,2,7,12313.6485281027
"1567",0,0,0,0,0,0,0,1,1,5,2,1,6,0,0,6,1,7,40623.9656523442
"1568",2,2,0,0,0,4,4,2,2,8,4,0,10,10,0,0,0,10,185524.380521104
"1569",18,1,0,0,0,19,19,5,1,1,2,17,17,0,0,32,2,34,4948.95369877551
"1570",0,7,0,0,6,1,7,6,2,6,2,0,5,0,0,5,0,5,13848.5925214022
"1571",0,15,0,0,13,2,15,4,1,5,2,0,12,0,0,12,0,12,27782.7596808652
"1572",2,1,0,0,2,1,3,6,2,8,4,13,6,4,0,0,15,19,75787.4732183249
"1573",4,2,0,0,0,6,6,4,2,3,1,1,1,0,0,0,2,2,16497.3259531635
"1574",0,1,0,0,1,0,1,6,1,8,2,0,4,0,0,4,0,4,45351.1101436587
"1575",2,3,3,0,0,2,5,2,2,4,3,0,0,0,0,0,0,0,93421.7636905461
"1576",0,0,0,0,0,0,0,6,2,3,2,0,3,0,0,2,1,3,9377.25377278477
"1577",1,0,0,0,0,1,1,6,1,4,1,1,0,0,0,0,1,1,41175.1704299929
"1578",3,2,0,0,0,5,5,2,2,4,2,4,1,0,0,0,5,5,62500.9912746281
"1579",0,3,0,0,3,0,3,6,1,6,2,1,0,0,0,0,1,1,28381.1755292171
"1580",1,0,0,0,0,1,1,6,2,5,3,1,0,0,0,0,1,1,379249.604642023
"1581",5,0,0,0,1,4,5,3,2,5,4,3,0,0,0,0,3,3,56848.2008099746
"1582",0,12,12,0,0,0,12,2,1,5,1,0,16,16,0,0,0,16,153073.925433257
"1583",0,5,5,0,0,0,5,3,1,6,2,0,3,3,0,0,0,3,60090.9900266447
"1584",45,7,27,0,0,25,52,3,2,8,2,3,11,10,0,0,4,14,44500.3912133044
"1585",10,0,0,0,0,10,10,6,1,3,2,10,2,0,0,0,12,12,12850.5986878573
"1586",0,0,0,0,0,0,0,3,1,1,4,0,5,0,0,5,0,5,19269.8179309604
"1587",3,4,0,0,5,2,7,1,2,6,4,1,2,0,0,2,1,3,201323.316859902
"1588",1,2,0,0,0,3,3,3,2,5,4,45,0,0,0,0,45,45,62439.4871658416
"1589",4,21,21,0,1,3,25,1,2,4,1,3,9,8,0,1,3,12,142692.679045623
"1590",4,0,0,0,4,0,4,6,2,4,2,2,5,0,0,7,0,7,17494.6314621706
"1591",16,4,0,9,4,7,20,3,2,7,2,5,0,0,0,2,3,5,25940.8514282719
"1592",0,0,0,0,0,0,0,5,2,2,2,0,2,0,0,0,2,2,11659.026238889
"1593",3,0,0,0,0,3,3,3,2,7,2,0,0,0,0,0,0,0,80758.8442487858
"1594",2,1,0,0,1,2,3,5,2,8,4,1,1,0,0,1,1,2,80495.0005575579
"1595",2,2,0,0,2,2,4,4,1,1,2,2,0,0,0,0,2,2,7467.83780972448
"1596",7,14,0,0,8,13,21,1,2,4,2,17,32,38,0,0,11,49,60823.9703407541
"1597",1,0,0,0,0,1,1,5,1,8,2,0,1,0,0,1,0,1,12706.2287834178
"1598",0,0,0,0,0,0,0,6,2,6,2,0,1,0,0,0,1,1,46834.235313739
"1599",0,0,0,0,0,0,0,6,2,5,2,0,0,0,0,0,0,0,40652.3694772837
"1600",4,0,3,0,0,1,4,3,1,5,2,7,0,0,0,6,1,7,70339.2277653234
"1601",1,7,0,0,6,2,8,5,1,1,2,0,0,0,0,0,0,0,26251.3486562555
"1602",2,2,0,0,2,2,4,5,2,6,2,7,2,0,0,0,9,9,12238.5295387574
"1603",0,0,0,0,0,0,0,3,1,7,4,0,1,1,0,0,0,1,60351.7049741357
"1604",8,20,0,0,28,0,28,6,2,3,2,1,0,0,0,0,1,1,14979.0224460593
"1605",0,2,0,0,2,0,2,6,1,3,2,0,1,0,0,0,1,1,32918.0476941805
"1606",48,0,0,0,0,48,48,4,1,6,2,1,2,2,0,0,1,3,52865.586174872
"1607",0,3,2,0,0,1,3,5,1,4,2,0,0,0,0,0,0,0,10630.2632767798
"1608",3,0,2,0,0,1,3,4,2,6,4,3,0,0,0,0,3,3,277451.671527761
"1609",1,45,34,0,0,12,46,2,1,8,2,2,0,0,0,2,0,2,165550.27730073
"1610",0,20,20,0,0,0,20,1,1,5,2,0,20,20,0,0,0,20,90634.7149229453
"1611",1,0,0,0,0,1,1,5,2,6,2,2,4,0,0,5,1,6,77253.4373308705
"1612",0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,9908.69913685429
"1613",2,1,1,0,0,2,3,4,1,5,3,2,9,9,0,0,2,11,539957.475859467
"1614",4,0,3,0,0,1,4,3,2,4,2,1,4,3,0,0,2,5,293245.190243012
"1615",15,66,0,11,70,0,81,1,1,2,2,0,3,0,0,2,1,3,261401.898455808
"1616",1,0,0,0,0,1,1,5,1,6,5,1,1,0,0,1,1,2,192023.223256634
"1617",17,61,75,0,0,3,78,4,2,4,1,4,4,4,0,2,2,8,213429.11154418
"1618",0,1,0,0,1,0,1,4,1,4,2,0,2,0,0,2,0,2,359373.189364526
"1619",0,1,0,0,0,1,1,6,2,3,2,6,0,0,0,4,2,6,14227.1877021583
"1620",2,0,0,0,0,2,2,4,2,7,2,1,2,2,0,0,1,3,194352.597500922
"1621",4,10,11,0,0,3,14,3,2,6,4,10,0,7,0,0,3,10,236042.54642611
"1622",0,1,0,0,1,0,1,6,2,2,2,0,3,0,0,3,0,3,41571.1028660544
"1623",3,1,0,0,2,2,4,6,2,6,2,3,4,0,0,5,2,7,172415.943693321
"1624",1,0,0,0,1,0,1,5,2,6,2,0,3,0,0,3,0,3,72186.930258199
"1625",3,1,0,0,0,4,4,3,1,3,2,3,4,0,0,1,6,7,14954.6017427554
"1626",0,0,0,0,0,0,0,3,1,4,4,0,0,0,0,0,0,0,101640.88783474
"1627",0,14,0,0,10,4,14,6,2,3,2,0,4,0,0,4,0,4,14227.1877021583
"1628",4,0,0,0,0,4,4,2,1,6,2,0,4,0,0,0,4,4,257714.061143739
"1629",3,71,70,0,2,2,74,1,2,3,2,3,4,0,0,5,2,7,79984.1839583588
"1630",1,5,4,0,0,2,6,5,1,5,5,19,36,53,0,0,2,55,191921.873031704
"1631",2,1,0,0,1,2,3,5,1,6,2,2,2,0,0,2,2,4,14177.8754079192
"1632",1,0,0,0,0,1,1,2,2,3,2,1,0,0,0,0,1,1,115856.14529606
"1633",5,0,0,0,0,5,5,4,1,4,2,5,0,0,0,4,1,5,41061.2905393223
"1634",3,6,0,0,6,3,9,3,2,7,2,4,3,0,0,1,6,7,345808.76929066
"1635",27,44,62,0,4,5,71,3,2,6,2,12,0,0,0,7,5,12,44596.9644283633
"1636",0,0,0,0,0,0,0,6,2,2,2,1,0,0,0,0,1,1,47440.7339488331
"1637",2,7,0,0,7,2,9,6,1,6,2,1,4,0,0,4,1,5,72413.0908755376
"1638",0,6,1,5,0,0,6,2,2,4,1,1,2,0,0,3,0,3,74093.0063388652
"1639",3,0,0,0,0,3,3,6,2,4,3,0,0,0,0,0,0,0,88008.1386959027
"1640",3,11,0,0,12,2,14,2,2,5,2,1,0,0,0,0,1,1,38098.574535483
"1641",0,2,0,0,2,0,2,6,2,6,3,0,3,0,0,0,3,3,162464.287916157
"1642",2,4,4,0,0,2,6,4,2,6,3,1,116,0,0,116,1,117,183317.930491056
"1643",0,7,5,0,0,2,7,3,1,4,4,1,0,1,0,0,0,1,539957.475859467
"1644",0,1,0,0,1,0,1,2,1,5,2,0,2,0,0,2,0,2,48402.7203374176
"1645",0,1,0,0,1,0,1,2,2,5,2,0,0,0,0,0,0,0,53600.4473067119
"1646",2,6,0,0,6,2,8,2,1,8,2,3,1,0,0,0,4,4,180761.841450051
"1647",1,2,0,0,0,3,3,5,1,8,3,1,1,0,0,0,2,2,228031.135653688
"1648",0,0,0,0,0,0,0,5,1,3,2,0,3,0,0,3,0,3,67015.0433152427
"1649",0,1,0,0,0,1,1,3,2,6,2,5,160,0,0,165,0,165,29722.8474745916
"1650",0,1,0,0,0,1,1,6,2,3,2,1,1,0,0,0,2,2,38425.2988528111
"1651",0,2,2,0,0,0,2,3,2,4,3,3,2,3,0,0,2,5,228807.84163726
"1652",4,0,0,0,0,4,4,4,2,7,2,2,2,4,0,0,0,4,71629.4497475035
"1653",3,4,0,0,5,2,7,1,2,3,2,1,3,0,0,3,1,4,29478.5002058599
"1654",2,0,0,0,0,2,2,4,1,5,2,2,3,0,0,3,2,5,52964.1341957414
"1655",10,0,10,0,0,0,10,2,1,4,2,5,30,33,0,2,0,35,152841.107684317
"1656",0,0,0,0,0,0,0,5,1,5,2,0,1,0,0,1,0,1,45274.7404049103
"1657",0,3,0,0,3,0,3,6,2,6,2,0,4,0,0,4,0,4,43574.6800861864
"1658",9,0,0,0,0,9,9,2,1,6,1,37,47,30,0,29,25,84,44764.1979760707
"1659",5,0,0,0,0,5,5,1,2,1,3,23,0,10,0,4,9,23,375772.302852339
"1660",4,4,0,0,4,4,8,2,2,4,4,0,0,0,0,0,0,0,289556.040281441
"1661",4,4,0,0,0,8,8,2,2,6,2,1,2,0,0,1,2,3,91628.8418253822
"1662",0,0,0,0,0,0,0,6,2,4,3,0,0,0,0,0,0,0,60532.0101954275
"1663",9,10,0,0,16,3,19,4,2,6,3,2,3,0,0,5,0,5,117238.562449839
"1664",2,3,0,3,0,2,5,3,2,6,4,3,4,0,0,4,3,7,30297.1709289129
"1665",6,13,17,0,0,2,19,1,1,1,2,2,6,6,1,0,1,8,21608.4427399316
"1666",4,6,0,2,8,0,10,6,2,4,2,1,0,0,0,0,1,1,73919.1942850815
"1667",0,0,0,0,0,0,0,5,2,3,3,46,0,0,0,0,46,46,196061.443003102
"1668",0,0,0,0,0,0,0,6,2,6,2,0,1,0,0,1,0,1,29646.4884529794
"1669",1,2,1,0,1,1,3,2,2,4,2,6,7,0,0,6,7,13,70465.2912136027
"1670",0,1,0,0,1,0,1,6,1,2,2,9,8,0,0,17,0,17,223324.493234078
"1671",0,0,0,0,0,0,0,5,2,5,3,0,0,0,0,0,0,0,70058.9062601648
"1672",1,2,0,0,0,3,3,3,2,3,2,1,1,0,0,0,2,2,25760.8375775305
"1673",5,4,0,0,0,9,9,2,2,1,3,61,40,30,0,40,31,101,289403.198918868
"1674",0,1,0,0,1,0,1,6,1,4,2,0,3,0,0,3,0,3,21184.8704514234
"1675",5,0,0,0,2,3,5,2,2,3,2,4,0,0,0,0,4,4,65914.2134368967
"1676",1,0,0,0,0,1,1,5,1,6,2,1,0,0,0,0,1,1,20250.9219474883
"1677",0,23,0,0,23,0,23,3,2,2,2,1,4,0,0,4,1,5,9528.13731870313
"1678",1,0,0,0,0,1,1,2,2,3,3,2,96,70,7,20,1,98,202465.912086419
"1679",13,5,0,0,18,0,18,3,2,3,3,15,3,18,0,0,0,18,112148.471878709
"1680",1,0,0,0,0,1,1,6,1,5,2,1,2,0,0,1,2,3,103376.410328667
"1681",0,1,0,0,0,1,1,6,2,8,2,1,0,0,0,0,1,1,102528.458186345
"1682",1,0,0,0,0,1,1,6,2,4,3,3,0,0,0,0,3,3,95805.2051129859
"1683",1,0,0,0,0,1,1,3,2,4,2,1,0,0,0,0,1,1,29997.7520582276
"1684",1,2,0,0,2,1,3,4,2,6,3,1,6,5,0,0,2,7,281077.522153374
"1685",0,2,0,0,1,1,2,5,2,3,3,1,0,0,0,0,1,1,145103.422532613
"1686",1,3,0,0,0,4,4,5,2,2,3,3,2,0,0,0,5,5,89241.8074065366
"1687",0,4,0,0,2,2,4,6,1,8,3,0,1,0,0,1,0,1,180201.260418969
"1688",4,8,8,0,4,0,12,6,2,8,3,1,2,0,0,3,0,3,539957.475859467
"1689",0,3,0,0,3,0,3,1,2,3,2,6,107,101,0,2,10,113,45480.2594569777
"1690",5,2,0,0,4,3,7,1,2,1,3,2,3,3,0,0,2,5,359090.430953317
"1691",1,20,20,0,0,1,21,4,1,4,2,1,15,13,0,0,3,16,76499.3888011629
"1692",0,2,0,0,2,0,2,5,2,2,3,0,8,0,0,8,0,8,110592.502905929
"1693",1,1,0,0,1,1,2,6,2,3,2,0,0,0,0,0,0,0,13413.1574834369
"1694",1,9,7,0,2,1,10,4,1,7,2,1,8,5,0,0,4,9,70509.4371668281
"1695",46,0,0,0,40,6,46,5,2,5,3,3,0,0,0,0,3,3,87172.404689727
"1696",15,0,0,0,12,3,15,3,1,8,2,6,0,3,0,0,3,6,58925.2621758291
"1697",0,5,0,0,4,1,5,6,2,6,2,1,5,0,0,2,4,6,24709.4864960125
"1698",0,1,0,0,0,1,1,6,1,7,2,1,1,0,0,1,1,2,14689.0241958419
"1699",0,5,5,0,0,0,5,3,1,3,2,0,21,20,0,0,1,21,86069.1501000541
"1700",0,0,0,0,0,0,0,2,2,3,2,4,0,0,0,0,4,4,260266.47874286
"1701",29,106,131,0,0,4,135,2,2,3,5,0,13,0,0,10,3,13,539957.475859467
"1702",2,0,0,0,0,2,2,4,2,5,2,6,2,0,0,6,2,8,34263.0170729304
"1703",3,10,10,0,0,3,13,2,2,2,1,1,3,0,0,0,4,4,146768.756721998
"1704",4,0,0,0,4,0,4,2,2,6,1,10,3,0,0,13,0,13,107218.400251037
"1705",0,1,0,0,1,0,1,5,2,2,2,0,5,5,0,0,0,5,19591.1810810956
"1706",10,14,16,0,4,4,24,3,1,3,1,0,24,8,0,12,4,24,139073.104676412
"1707",1,1,0,0,2,0,2,6,1,5,2,2,0,0,0,0,2,2,29287.3596112103
"1708",0,0,0,0,0,0,0,6,1,3,2,0,0,0,0,0,0,0,77728.5083144617
"1709",3,1,0,0,3,1,4,3,2,8,2,0,3,0,0,0,3,3,143359.891550016
"1710",2,0,0,0,1,1,2,2,1,5,1,6,0,0,0,5,1,6,241226.443119258
"1711",1,2,0,0,2,1,3,1,2,2,2,1,0,0,0,0,1,1,40362.5451929242
"1712",0,0,0,0,0,0,0,5,1,5,1,0,8,8,0,0,0,8,452880.110552938
"1713",0,1,0,0,1,0,1,4,2,3,4,2,1,0,0,1,2,3,40496.2248247435
"1714",3,18,17,0,0,4,21,4,1,8,1,2,1,0,0,1,2,3,99043.2983087978
"1715",8,24,17,0,15,0,32,6,1,3,2,2,14,16,0,0,0,16,36461.4219921737
"1716",19,0,0,0,18,1,19,1,2,2,2,10,0,0,0,7,3,10,35579.9694181715
"1717",2,3,0,0,3,2,5,2,2,2,2,0,4,0,0,2,2,4,374034.69633982
"1718",0,0,0,0,0,0,0,2,1,3,1,0,4,4,0,0,0,4,118955.44855957
"1719",0,3,2,0,1,0,3,1,1,5,1,3,0,0,0,0,3,3,60419.6836516402
"1720",1,14,0,0,14,1,15,2,2,3,1,4,0,0,0,0,4,4,27764.0953935049
"1721",5,3,0,0,3,5,8,4,1,3,1,10,5,5,0,0,10,15,158941.745802451
"1722",1,2,0,0,0,3,3,3,1,4,2,3,2,0,0,4,1,5,64093.2558872513
"1723",1,0,0,0,0,1,1,2,2,6,1,1,0,0,0,0,1,1,119559.532760532
"1724",2,1,1,0,0,2,3,5,2,4,1,0,0,0,0,0,0,0,119700.253177863
"1725",3,0,0,0,0,3,3,6,2,4,1,3,0,0,0,0,3,3,30399.8620219458
"1726",3,3,2,0,0,4,6,3,2,3,1,3,3,3,0,0,3,6,129146.766226219
"1727",2,2,0,0,4,0,4,6,2,3,2,0,2,0,0,1,1,2,14365.0060142534
"1728",3,6,6,0,0,3,9,4,1,8,1,6,0,0,0,2,4,6,50226.7529601435
"1729",9,14,14,0,6,3,23,3,2,1,1,3,0,0,0,0,3,3,170363.819019432
"1730",15,30,44,0,0,1,45,3,2,6,4,36,0,35,0,0,1,36,256184.803994056
"1731",3,0,0,0,0,3,3,3,1,5,1,3,8,8,0,0,3,11,52151.7272749041
"1732",4,33,33,0,0,4,37,3,2,8,2,4,0,0,0,0,4,4,88156.5107469076
"1733",11,0,10,0,0,1,11,5,1,3,1,2,10,9,0,2,1,12,58808.7957791945
"1734",2,6,0,0,8,0,8,6,1,8,1,4,0,0,0,0,4,4,351384.336264861
"1735",8,21,17,0,7,5,29,6,2,3,2,3,2,0,0,3,2,5,183458.519517914
"1736",2,0,0,0,1,1,2,4,2,6,2,3,0,0,0,0,3,3,81082.7172704461
"1737",3,0,0,0,0,3,3,1,2,2,1,0,0,0,0,0,0,0,143042.645966357
"1738",5,2,0,0,2,5,7,1,2,3,1,5,0,0,0,0,5,5,492769.089952647
"1739",0,1,0,0,1,0,1,4,2,2,1,0,2,0,0,2,0,2,47667.8929756754
"1740",12,10,20,0,0,2,22,3,2,3,2,6,2,4,0,0,4,8,56786.8221974686
"1741",0,2,1,0,0,1,2,5,1,7,1,6,13,0,0,17,2,19,121384.23924852
"1742",17,16,27,0,5,1,33,4,2,2,1,14,21,14,0,21,0,35,65125.245004668
"1743",5,0,2,0,0,3,5,4,1,3,1,19,17,16,3,8,9,36,539957.475859467
"1744",1,2,0,0,2,1,3,2,1,5,1,1,1,0,0,0,2,2,176596.852568424
"1745",3,5,0,0,8,0,8,2,2,2,1,2,1,0,0,1,2,3,312773.302760938
"1746",2,1,0,0,0,3,3,3,2,5,1,3,8,0,0,8,3,11,69832.3021999481
"1747",1,0,0,0,0,1,1,5,2,4,5,0,2,0,0,0,2,2,138375.057390685
"1748",3,0,0,0,3,0,3,2,2,2,1,8,0,4,0,4,0,8,133911.508591687
"1749",0,3,0,0,2,1,3,6,2,5,1,0,0,0,0,0,0,0,39658.8905958178
"1750",15,0,0,0,11,4,15,3,2,6,1,70,40,30,40,30,10,110,91289.548486929
"1751",0,0,0,0,0,0,0,1,2,1,1,6,0,5,0,0,1,6,50101.0303913127
"1752",0,3,0,0,3,0,3,5,1,5,1,0,0,0,0,0,0,0,539957.475859467
"1753",1,1,0,0,2,0,2,6,1,3,1,0,1,0,0,1,0,1,112492.634082834
"1754",6,14,0,0,16,4,20,5,1,8,2,7,2,0,0,0,9,9,539957.475859467
"1755",7,5,0,0,8,4,12,2,2,2,2,4,0,0,0,0,4,4,134722.794986247
"1756",20,0,0,0,0,20,20,1,2,4,1,3,1,0,0,0,4,4,216000.133198026
"1757",0,1,0,0,1,0,1,6,1,1,1,0,1,0,0,1,0,1,22371.9529024775
"1758",0,3,0,0,1,2,3,4,2,6,1,1,0,0,0,0,1,1,539957.475859467
"1759",5,4,0,0,4,5,9,6,1,6,1,1,5,0,0,5,1,6,37718.8000046503
"1760",1,1,0,0,1,1,2,2,2,4,1,4,1,0,0,0,5,5,82065.1207500308
"1761",2,2,0,0,0,4,4,5,2,3,1,2,6,0,0,3,5,8,228525.569280158
"1762",41,40,63,0,17,1,81,1,1,3,3,26,50,65,0,10,1,76,539957.475859467
"1763",0,1,0,0,0,1,1,5,2,4,2,0,2,0,0,2,0,2,73749.1279871914
"1764",20,11,20,0,0,11,31,4,2,7,1,3,0,0,0,0,3,3,124320.091990245
"1765",950,842,850,850,92,0,1792,4,2,3,1,0,25,25,0,0,0,25,86382.8987051826
"1766",1,2,0,0,0,3,3,4,1,4,2,2,5,4,0,1,2,7,158028.16397692
"1767",0,3,0,0,3,0,3,4,2,2,2,0,1,0,0,0,1,1,48287.8757406008
"1768",2,6,0,6,1,1,8,1,2,3,1,1,15,15,0,0,1,16,122879.58890196
"1769",0,7,0,0,7,0,7,6,2,5,3,2,3,0,0,5,0,5,137408.786917232
"1770",2,0,0,0,0,2,2,4,2,4,2,2,0,0,0,0,2,2,67500.9128863269
"1771",1,12,0,0,12,1,13,4,2,2,2,0,0,0,0,0,0,0,123887.557666575
"1772",0,6,6,0,0,0,6,2,1,4,1,3,14,0,0,17,0,17,135546.183392898
"1773",73,53,102,0,20,4,126,4,1,7,4,26,0,25,0,0,1,26,229051.534460873
"1774",4,0,0,0,3,1,4,2,2,2,1,7,4,9,0,1,1,11,22671.2373246036
"1775",1,2,0,0,1,2,3,3,2,6,1,0,3,0,0,0,3,3,89124.4402675524
"1776",3,1,0,0,1,3,4,5,2,8,2,3,0,0,0,0,3,3,34337.7081649379
"1777",0,0,0,0,0,0,0,4,2,4,1,1,0,0,0,0,1,1,19397.7011631614
"1778",3,1,0,0,1,3,4,1,2,5,1,2,0,0,0,0,2,2,75608.3123777233
"1779",0,0,0,0,0,0,0,3,2,1,1,1,6,0,0,6,1,7,31201.2789660158
"1780",15,17,28,0,0,4,32,5,2,5,1,0,3,0,0,3,0,3,12372.9644258428
"1781",2,1,0,0,0,3,3,6,2,3,2,2,0,0,0,2,0,2,76829.5286465842
"1782",4,4,4,0,0,4,8,3,1,3,1,15,8,8,0,10,5,23,164674.641934364
"1783",0,0,0,0,0,0,0,4,2,8,2,0,0,0,0,0,0,0,53461.7221443649
"1784",1,3,0,0,2,2,4,5,1,5,1,1,2,0,0,0,3,3,69665.3675738707
"1785",1,4,0,0,1,4,5,5,2,3,1,0,0,0,0,0,0,0,45202.5037233389
"1786",3,27,28,0,0,2,30,4,2,3,2,1,4,0,0,4,1,5,9274.68306941767
"1787",1,0,0,0,0,1,1,6,2,2,1,1,0,0,0,0,1,1,94794.5479881445
"1788",1,0,0,0,0,1,1,6,2,4,1,2,0,0,0,0,2,2,22720.6278701014
"1789",1,1,0,0,1,1,2,4,2,4,4,0,0,0,0,0,0,0,38364.0091511421
"1790",3,1,0,0,3,1,4,5,2,8,2,1,0,0,0,0,1,1,33742.8500602918
"1791",0,0,0,0,0,0,0,6,2,4,4,0,0,0,0,0,0,0,22964.6386060526
"1792",0,0,0,0,0,0,0,5,1,3,1,0,0,0,0,0,0,0,31560.160008484
"1793",0,3,0,0,0,3,3,1,1,3,1,2,0,0,0,0,2,2,70538.0271616935
"1794",12,17,0,0,27,2,29,2,2,3,4,12,27,20,0,7,12,39,211268.522915087
"1795",0,2,0,0,2,0,2,6,2,4,1,0,2,0,0,1,1,2,45487.8059670973
"1796",7,2,0,0,2,7,9,3,2,1,1,6,7,0,0,12,1,13,24800.6737408319
"1797",2,10,9,0,3,0,12,5,2,3,1,0,8,8,0,0,0,8,161998.746804279
"1798",0,50,50,0,0,0,50,6,2,2,2,6,1,0,0,0,7,7,44543.6123025324
"1799",3,14,0,0,14,3,17,4,1,8,2,3,12,0,0,10,5,15,47583.8828834735
"1800",2,0,0,0,0,2,2,5,2,5,2,1,0,0,0,0,1,1,37378.1201769762
"1801",2,0,0,0,1,1,2,4,2,7,1,2,0,0,0,0,2,2,293431.792193728
"1802",6,0,4,0,0,2,6,2,2,4,2,6,13,14,0,3,2,19,36255.1639448889
"1803",0,3,0,0,3,0,3,6,2,2,2,1,3,0,0,4,0,4,7577.06664011618
"1804",0,0,0,0,0,0,0,6,2,2,5,0,0,0,0,0,0,0,27349.5365004415
"1805",4,1,4,0,1,0,5,5,2,2,2,1,0,0,0,1,0,1,5788.90078791187
"1806",4,2,0,0,4,2,6,5,2,6,2,2,6,0,0,6,2,8,24680.6956834492
"1807",5,0,0,0,0,5,5,2,2,5,2,4,0,0,0,0,4,4,27638.7295259569
"1808",3,1,0,0,1,3,4,6,1,8,2,2,2,0,0,2,2,4,16623.443645073
"1809",9,0,0,0,0,9,9,6,2,3,2,2,10,0,0,10,2,12,39761.4918001739
"1810",0,2,0,0,1,1,2,3,1,5,2,1,0,0,0,0,1,1,17968.1053217331
"1811",14,6,2,4,1,13,20,2,2,3,1,2,1,1,0,1,1,3,85548.2454281531
"1812",5,3,0,0,3,5,8,3,2,5,1,2,0,0,0,0,2,2,44054.0366624958
"1813",4,2,0,0,5,1,6,2,1,6,3,0,2,0,0,0,2,2,111161.878197231
"1814",1,2,1,0,1,1,3,4,1,5,2,1,0,0,0,0,1,1,15786.2280546943
"1815",0,1,0,0,0,1,1,3,1,6,1,0,1,0,0,0,1,1,19790.7743564104
"1816",1,3,3,0,0,1,4,2,1,7,2,1,2,2,0,0,1,3,87722.6029438326
"1817",2,1,3,0,0,0,3,2,2,4,2,6,20,8,0,15,3,26,27907.0770236197
"1818",2,0,0,0,0,2,2,6,2,5,2,2,2,0,0,2,2,4,70468.1109625433
"1819",2,2,0,0,2,2,4,5,2,6,2,3,0,0,0,0,3,3,12584.2333921844
"1820",4,0,0,0,0,4,4,4,1,6,2,6,2,0,0,2,6,8,67067.146302201
"1821",0,0,0,0,0,0,0,6,2,2,4,3,0,0,0,3,0,3,24768.5641878216
"1822",0,1,0,0,0,1,1,6,1,6,2,1,0,0,0,0,1,1,30294.7347597313
"1823",1,0,0,0,0,1,1,6,2,3,2,1,1,0,0,1,1,2,47286.7573891885
"1824",20,31,41,0,0,10,51,5,1,8,2,13,87,99,0,0,1,100,12761.3900036083
"1825",2,0,2,0,0,0,2,6,2,6,2,4,0,0,0,0,4,4,90523.9791959677
"1826",2,4,0,0,0,6,6,5,2,3,2,3,3,0,0,0,6,6,5365.55028540108
"1827",0,1,0,0,1,0,1,6,2,2,2,5,0,0,0,0,5,5,39439.1498285251
"1828",1,10,0,0,4,7,11,1,2,3,2,1,70,70,0,0,1,71,11602.1741189665
"1829",5,0,0,0,0,5,5,3,1,6,2,7,0,0,0,3,4,7,48939.5987831075
"1830",2,9,6,0,2,3,11,4,2,5,2,10,58,53,0,10,5,68,36726.3498049711
"1831",2,0,0,0,0,2,2,5,1,4,2,1,2,0,0,0,3,3,14056.0653072947
"1832",4,2,0,0,2,4,6,6,1,8,2,1,4,0,0,4,1,5,16047.0171847765
"1833",5,1,0,0,4,2,6,3,2,3,4,1,1,0,0,2,0,2,23968.4936265812
"1834",4,112,113,0,0,3,116,1,2,4,2,1,131,110,0,21,1,132,38129.0231779503
"1835",0,4,0,0,0,4,4,2,2,3,2,3,8,5,0,0,6,11,31537.3700635773
"1836",0,4,0,0,2,2,4,6,2,3,2,2,2,1,0,1,2,4,17049.8706044921
"1837",2,3,0,0,3,2,5,4,2,4,2,1,1,0,0,1,1,2,11846.1264194862
"1838",6,12,15,0,0,3,18,4,2,7,4,5,15,17,0,0,3,20,22440.7242590027
"1839",8,91,90,0,3,6,99,1,2,2,5,30,623,637,0,0,16,653,225656.47406383
"1840",1,0,0,0,0,1,1,5,2,1,2,12,2,0,0,12,2,14,4624.69733907441
"1841",2,10,10,0,0,2,12,3,2,6,2,2,2,2,0,0,2,4,37981.3662293488
"1842",2,9,10,0,0,1,11,5,2,5,2,0,0,0,0,0,0,0,19867.1512686106
"1843",0,0,0,0,0,0,0,5,1,5,2,0,3,1,0,2,0,3,19653.0822002895
"1844",1,0,0,0,0,1,1,6,2,6,3,1,4,0,0,5,0,5,60782.3234163396
"1845",0,1,0,0,0,1,1,6,2,6,2,0,1,0,0,1,0,1,8993.17880309541
"1846",1,0,0,0,0,1,1,6,2,8,2,7,6,0,0,12,1,13,275365.039601643
"1847",0,3,2,0,1,0,3,5,2,4,2,0,21,11,0,10,0,21,14609.0489113348
"1848",4,0,0,0,2,2,4,5,1,5,2,1,0,0,0,0,1,1,4360.83109507747
"1849",1,3,0,0,0,4,4,6,1,8,2,1,6,6,0,0,1,7,39652.8792679637
"1850",4,6,4,0,0,6,10,4,1,8,2,20,12,26,0,0,6,32,388819.30825973
"1851",1,21,20,0,0,2,22,4,2,7,2,1,4,0,0,4,1,5,34027.8286031252
"1852",0,15,0,0,12,3,15,4,1,4,2,0,11,0,0,10,1,11,27257.4465938338
"1853",0,11,0,0,11,0,11,6,2,3,2,0,1,0,0,0,1,1,12116.6997228559
